m_id,m_title,m_year,m_maturity,m_runtime,m_genre,m_synopsis,m_lead_cast,m_genres,m_mood,m_audio,m_subtitles,m_cast
81404276,Jackass 4.5,2022.0,A ,1h 30m,Comedy,"Through outrageous, never-before-seen footage, witness the making of the Jackass crew's last go at wild stunts.","Johnny Knoxville,Steve-O,Chris Pontius","['Comedy Movies', 'US Movies']","['Raunchy,', 'Goofy']","['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'Hindi']","['Johnny Knoxville', 'Steve-O', 'Chris Pontius', 'Dave England', 'Ehren McGhehey', 'Jason ""Wee Man"" Acuña', 'Preston Lacy', 'Sean ""Poopies"" McInerney', 'Rachel Wolfson', 'Jasper Dolphin', 'Zach Holmes', 'Eric Manaka']"
81416773,Jackass Forever,2022.0,A ,1h 37m,Comedy,Unpredictable daredevil Johnny Knoxville returns with friends old and new for another round of outlandish stunts and comedic absurdities.,"Johnny Knoxville,Steve-O,Chris Pontius","['Comedy Movies', 'US Movies']",['Raunchy'],"['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'Hindi']","['Johnny Knoxville', 'Steve-O', 'Chris Pontius', 'Dave England', 'Jason ""Wee Man"" Acuña', 'Ehren McGhehey', 'Preston Lacy', 'Jasper Dolphin', 'Sean ""Poopies"" McInerney', 'Rachel Wolfson', 'Zach Holmes', 'Eric Manaka']"
81671186,The Machine,2023.0,A ,1h 52m,Comedy,A debauched college trip haunts a washed-up comedian decades later when a Russian mobster with a vendetta kidnaps him and his crotchety father.,"Bert Kreischer,Mark Hamill,Jimmy Tatro","['Comedy Movies', 'US Movies']",[],"['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'Hindi']","['Bert Kreischer', 'Mark Hamill', 'Jimmy Tatro', 'Iva Babić', 'Robert Maaser', 'Stephanie Kurtzuba', 'Martyn Ford', 'Jessica Gabor', 'Rita Bernard Shaw', 'Nikola Djuricko']"
81457341,Bill Burr: Live at Red Rocks,2022.0,A ,1h 22m,Comedy,"Comedian Bill Burr sounds off on cancel culture, feminism, getting bad reviews from his wife and a life-changing epiphany during a fiery stand-up set.",Bill Burr,['Stand-Up Comedy'],[],"['English - Audio Description,', 'English [Original]']",['English'],['Bill Burr']
81060174,Bill Burr: Paper Tiger,2019.0,A ,1h 7m,Comedy,"Bill Burr unloads on outrage culture, male feminism, cultural appropriation, robot sex and more in a blistering stand-up special shot in London.",Bill Burr,['Stand-Up Comedy'],"['Provocative,', 'Raunchy']","['English - Audio Description,', 'English [Original]']",['English'],['Bill Burr']
70301647,Moms' Night Out,2014.0,U/A 13+ ,1h 39m,Comedy,"Yearning for an evening without their kids, some friends plan a night out. But to do this, their husbands need to watch the kids. What can go wrong?","Sarah Drew,Sean Astin,Patricia Heaton","['Comedy Movies', 'US Movies']",['Goofy'],"['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'English,', 'Hindi']","['Sarah Drew', 'Sean Astin', 'Patricia Heaton', 'Trace Adkins', 'Andrea Logan White', 'Robert Amaya', 'Harry Shum Jr.', 'Abbie Cobb', 'Sammi Hanratty', 'Alex Kendrick']"
81406319,Good on Paper,2021.0,A ,1h 34m,Comedy,"After years of putting her career first, a stand-up comic meets a guy who seems perfect: smart, nice, successful... and possibly too good to be true.","Iliza Shlesinger,Ryan Hansen,Margaret Cho","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']","['Deadpan,', 'Raunchy,', 'Goofy']","['English - Audio Description,', 'English [Original]']",['English'],"['Iliza Shlesinger', 'Ryan Hansen', 'Margaret Cho', 'Rebecca Rittenhouse', 'Matt McGorry', 'Tyler Cameron', 'Taylor Hill', 'Kimia Behpoornia', 'Rebecca Delgado Smith', 'Beth Dover']"
80174897,Like Father,2018.0,U/A 16+ ,1h 43m,Comedy,"After she's left at the altar, a workaholic advertising executive ends up on her Caribbean honeymoon cruise with her estranged father.","Kristen Bell,Kelsey Grammer,Seth Rogen","['Dramas', 'Comedy Movies', 'US Movies']","['Heartfelt,', 'Emotional']","['English - Audio Description,', 'English [Original]']",['English'],"['Kristen Bell', 'Kelsey Grammer', 'Seth Rogen', 'Paul W. Downs', 'Zach Appelman', 'Leonard Ouzts', 'Blaire Brooks', 'Anthony Laciura', 'Mary Looram', 'Brett Gelman']"
80195049,Ibiza,2018.0,U/A 16+ ,1h 34m,Comedy,"When Harper is sent to Spain for an important work meeting, her hard-partying friends tag along and convince her to pursue a fling with a famous DJ.","Gillian Jacobs,Vanessa Bayer,Phoebe Robinson","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']","['Raunchy,', 'Witty,', 'Quirky']","['English - Audio Description,', 'English [Original]']",['English'],"['Gillian Jacobs', 'Vanessa Bayer', 'Phoebe Robinson', 'Richard Madden', 'Michaela Watkins', 'Félix Gómez']"
80238203,Desperados,2020.0,U/A 16+ ,1h 46m,Comedy,"After drunkenly sending a cringeworthy email, hopeless romantic Wes heads to Mexico with her best friends to erase the note before her new love reads it.","Nasim Pedrad,Anna Camp,Lamorne Morris","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']","['Absurd,', 'Quirky,', 'Romantic']","['English - Audio Description,', 'English [Original]']",['English'],"['Nasim Pedrad', 'Anna Camp', 'Lamorne Morris', 'Heather Graham', 'Robbie Amell', 'Sarah Burns', 'Jessica Chaffin']"
81026218,Dad Stop Embarrassing Me!,2021.0,U/A 13+ ,1 Season,Comedy,A single dad and cosmetics brand owner figures out fatherhood on the fly when his strong-minded teen daughter moves in with him.,"Jamie Foxx,David Alan Grier,Kyla-Drew","['Sitcoms', 'Family Watch Together TV', 'TV Comedies', 'US TV Shows']",[],[],[],"['Jamie Foxx', 'David Alan Grier', 'Kyla-Drew', 'Porscha Coleman', 'Jonathan Kite', 'Heather Hemmens', 'Valente Rodriguez']"
81028174,The Upshaws,2021.0,U/A 16+ ,4 Seasons,Comedy,A working-class Black family in Indiana strives for a better life and a happy home while juggling everyday struggles in this comedy series.,"Mike Epps,Wanda Sykes,Kim Fields","['Sitcoms', 'TV Comedies', 'US TV Shows']",[],[],[],"['Mike Epps', 'Wanda Sykes', 'Kim Fields', 'Page Kennedy', 'Diamond Lyons', 'Khali Daniya-Renee Spraggins', 'Jermelle Simon', 'Gabrielle Dennis', 'Journey Christine']"
80234451,Family Reunion,2019.0,U/A 7+ ,5 Seasons,Kids,"When the McKellan family moves from Seattle to small-town Georgia, life down South — and traditional grandparents — challenge their big-city ways.","Loretta Devine,Tia Mowry,Anthony Alabi","[""Kids' TV"", 'Sitcoms', 'Family Watch Together TV', 'TV Comedies']","['Feel-Good,', 'Goofy']",[],[],"['Loretta Devine', 'Tia Mowry', 'Anthony Alabi', 'Talia Jackson', 'Cameron J. Wright', 'Jordyn Raya James', 'Isaiah Russell-Bailey', 'Richard Roundtree', 'Jasun Jabbar Wardlaw Jr.']"
80211884,All About the Washingtons,2018.0,U/A 7+ ,1 Season,Comedy,"Hip-hop icon MC Joe Speed retires from showbiz and finds a new rhythm balancing business, romance and everyday family chaos.","Joseph Simmons,Justine Simmons,Kiana Ledé","['Sitcoms', 'Family Watch Together TV', 'TV Comedies', 'US TV Shows']",['Feel-Good'],[],[],"['Joseph Simmons', 'Justine Simmons', 'Kiana Ledé', 'Nathan Anderson', 'Leah Rose Randall', 'Maceo Smedley', 'Quincy Fouse', 'DJ Ruckus', 'Adain Bradley', 'Tim Meadows', 'Daymond John', 'Erick Chavarria', 'Christopher Clarke', 'Aubrey Cleland', 'Arsenio Hall', 'Stephen Schneider', 'Max Goudsmit', 'Noah Gerry', 'Jamie VanDyke', 'Ashleigh Hairston']"
81165117,Peter Rabbit 2,2021.0,U/A 7+ ,1h 33m,Kids,"Peter and his rabbit family leave Thomas and Bea's garden for the city. When they get into trouble, Peter needs help from old friends to save the day.","Rose Byrne,Domhnall Gleeson,David Oyelowo","['Family Features', 'Children & Family Movies', 'Comedy Movies', 'Movies Based on Books', 'US Movies']",['Goofy'],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Tamil,', 'Telugu']","['English,', 'Hindi']","['Rose Byrne', 'Domhnall Gleeson', 'David Oyelowo', 'James Corden', 'Colin Moody', 'Margot Robbie', 'Elizabeth Debicki', 'Aimee Horne', 'Lennie James', 'Hayley Atwell', 'Damon Herriman']"
81338302,Ivy + Bean,2022.0,U/A 7+ ,57m,Kids,"When Bean learns that her neighbor Ivy has a knack for magic, they team up to cast a spell on Bean's older sister that will make her dance... forever!","Madison Skye Validum,Keslee Blalock,Lidya Jewett","['Family Features', 'Children & Family Movies', 'Comedy Movies', 'Movies Based on Books', 'US Movies']",[],"['English - Audio Description,', 'English [Original],', 'Hindi,', 'Tamil,', 'Telugu']",['English'],"['Madison Skye Validum', 'Keslee Blalock', 'Lidya Jewett', 'Nia Vardalos', 'Garfield Wilson', 'Marci T. House', 'Jaycie Dotin', 'Innocent Ekakitie']"
80994277,Mixtape,2021.0,U/A 7+ ,1h 37m,Kids,"In 1999, 12-year-old Beverly discovers a broken mixtape made by her late parents. She sets out to find the songs — and learn more about her mom and dad.","Gemma Brooke Allen,Audrey Hsieh,Olga Petsa","['Family Features', 'Children & Family Movies', 'Dramas', 'US Movies']","['Nostalgic,', 'Quirky,', 'Heartfelt']","['English - Audio Description,', 'English [Original],', 'Hindi']",['English'],"['Gemma Brooke Allen', 'Audrey Hsieh', 'Olga Petsa', 'Julie Bowen', 'Jackson Rathbone', 'Nick Thune']"
5670337,Baby Geniuses,1999.0,U/A 7+ ,1h 34m,Kids,Two evil adults try to exploit babies who are born with knowledge of the universe's secrets -- and can speak to each other in a secret language.,"Kathleen Turner,Christopher Lloyd,Kim Cattrall","['Children & Family Movies', 'Comedy Movies', 'US Movies']",['Goofy'],"['English [Original],', 'Hindi']","['English,', 'English,', 'Hindi']","['Kathleen Turner', 'Christopher Lloyd', 'Kim Cattrall', 'Peter MacNicol', 'Dom DeLuise', 'Ruby Dee', 'Kyle Howard', 'Kaye Ballard']"
70301529,Horrid Henry,2006.0,U/A 7+ ,2 Seasons,Kids,"To his family's frustration, Henry is skilled at making trouble, from babysitting pets in his bedroom to starting a shark panic at the swimming pool.","Lizzie Waterworth,Emma Tate,Tamsin Heatley","[""Kids' TV"", 'TV Shows Based on Books', 'TV Comedies', 'TV Cartoons']",[],[],[],"['Lizzie Waterworth', 'Emma Tate', 'Tamsin Heatley', 'Wayne Forester']"
81050064,SPRIGGAN,2022.0,A ,1 Season,Anime,An ancient civilization's relics on Earth hold dangerous powers — it's up to ARCAM Corporation's Spriggan agents to keep them out of the wrong hands.,"Chiaki Kobayashi,Yohei Azakami,Kenji Hamada","['Action Anime', 'Anime Series']","['Dark,', 'Exciting']",[],[],"['Chiaki Kobayashi', 'Yohei Azakami', 'Kenji Hamada', 'Akio Otsuka', 'Mariya Ise', 'Ken Narita', 'Ayumu Murase', 'Yoshimasa Hosoya', 'Takehito Koyasu', 'Tetsu Inada', 'Ryota Takeuchi', 'Saori Hayami', 'Takayuki Sugo', 'Mitsuho Kambe']"
80189631,America: The Motion Picture,2021.0,A ,1h 38m,Comedy,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,"Channing Tatum,Jason Mantzoukas,Olivia Munn","['Comedy Movies', 'Action & Adventure Movies', 'US Movies']","['Raunchy,', 'Goofy,', 'Exciting']","['English - Audio Description,', 'English [Original],', 'Hindi']",['English'],"['Channing Tatum', 'Jason Mantzoukas', 'Olivia Munn', 'Andy Samberg', 'Bobby Moynihan', 'Judy Greer', 'Will Forte', 'Raoul Trujillo', 'Killer Mike', 'Simon Pegg']"
80180376,GODZILLA City on the Edge of Battle,2018.0,U/A 13+ ,1h 40m,Anime,"On Earth, Haruo and his companions make contact with the indigenous Houtua tribe. To defeat Godzilla, they set out for the old Mechagodzilla facility.","Mamoru Miyano,Takahiro Sakurai,Kana Hanazawa","['Action Anime', 'Sci-Fi Movies', 'Action & Adventure Movies', 'Anime Features']",['Exciting'],"['English,', 'Japanese - Audio Description,', 'Japanese [Original]']","['English,', 'Japanese']","['Mamoru Miyano', 'Takahiro Sakurai', 'Kana Hanazawa', 'Tomokazu Sugita', 'Yuki Kaji', 'Junichi Suwabe', 'Reina Ueda', 'Ari Ozawa', 'Daisuke Ono', 'Kenta Miyake', 'Kenyu Horiuchi', 'Kazuya Nakai', 'Kazuhiro Yamaji']"
80174974,Devilman Crybaby,2018.0,A ,1 Season,Anime,"With demons reawakened and humanity in turmoil, a sensitive demon-boy is led into a brutal, degenerate war against evil by his mysterious friend, Ryo.","Koki Uchiyama,Ayumu Murase,Megumi Han","['Action Anime', 'Anime Series', 'Horror Anime', 'Horror TV Serials']","['Violent,', 'Dark,', 'Emotional']",[],[],"['Koki Uchiyama', 'Ayumu Murase', 'Megumi Han', 'Ami Koshimizu', 'Atsuko Tanaka', 'Rikiya Koyama', 'Avu-chan', 'Kenjiro Tsuda', 'KEN THE 390', 'Subaru Kimura', 'Young Dais', 'Hannya', 'AFRA']"
81186862,Yakitori: Soldiers of Misfortune,2023.0,U/A 16+ ,1 Season,Anime,"With Earth colonized by a superior alien civilization, Akira's only chance at a better future is to enlist as an expendable Yakitori foot soldier.","Taito Ban,Asami Seto,Shunsuke Takeuchi","['Action Anime', 'Anime Series']",['Imaginative'],[],[],"['Taito Ban', 'Asami Seto', 'Shunsuke Takeuchi', 'Kengo Kawanishi', 'Akari Kito', 'Kenjiro Tsuda', 'Wataru Takagi', 'Tetsu Inada', 'Saki Fujita']"
80198623,GODZILLA The Planet Eater,2018.0,U/A 16+ ,1h 30m,Anime,"With the earth alliance weakened, Haruo weighs siding with the Exif, whose death cult is summoning a monster that can destroy the world.","Mamoru Miyano,Takahiro Sakurai,Kana Hanazawa","['Action Anime', 'Sci-Fi Movies', 'Action & Adventure Movies', 'Anime Features']",['Bittersweet'],"['English,', 'Japanese - Audio Description,', 'Japanese [Original]']","['English,', 'Japanese']","['Mamoru Miyano', 'Takahiro Sakurai', 'Kana Hanazawa', 'Tomokazu Sugita', 'Yuki Kaji', 'Junichi Suwabe', 'Reina Ueda', 'Ari Ozawa', 'Daisuke Ono', 'Kenta Miyake', 'Kenyu Horiuchi', 'Kazuya Nakai', 'Kazuhiro Yamaji']"
81033445,Neon Genesis Evangelion,1995.0,A ,1 Season,Anime,"Fifteen years after the Second Impact, Shinji Ikari joins his father's group NERV as one of several teenage mecha pilots fighting the monstrous Angels.","Megumi Ogata,Kotono Mitsuishi,Yuriko Yamaguchi","['Action Anime', 'Anime Series']","['Suspenseful,', 'Exciting']",[],[],"['Megumi Ogata', 'Kotono Mitsuishi', 'Yuriko Yamaguchi', 'Megumi Hayashibara', 'Yuko Miyamura', 'Fumihiko Tachiki', 'Akira Ishida', 'Motomu Kiyokawa', 'Hiro Yuki', 'Miki Nagasawa', 'Takehito Koyasu', 'Tomokazu Seki', 'Tetsuya Iwanaga', 'Junko Iwao', 'Mugihito']"
80177300,Family Blood,2018.0,U/A 16+ ,1h 32m,Horror,"A former addict moves to a new city with her children for a fresh start, but her struggle soon takes on an unexpected, supernatural dimension.","Vinessa Shaw,James Ransone,Colin Ford","['Horror Movies', 'US Movies']","['Understated,', 'Dark']",['English [Original]'],['English'],"['Vinessa Shaw', 'James Ransone', 'Colin Ford', 'Ajiona Alexus', 'Eloise Lushina']"
80198508,Girls With Balls,2019.0,A ,1h 17m,Comedy,"Stranded in the woods and eyeballed by twisted hunters, members of a women’s volleyball team bump it up in the most dangerous game of their lives.","Artus,Manon Azem,Louise Blachère","['Sports Movies', 'Comedy Movies', 'Horror Movies']",['Violent'],"['English,', 'French - Audio Description,', 'French [Original]']","['English,', 'French,', 'French']","['Artus', 'Manon Azem', 'Louise Blachère', 'Tiphaine Daviot', 'Margot Dufrene', 'Anne-Solenne Hatte', 'Camille Razat', 'Dany Verissimo-Petit', 'Denis Lavant', 'Aurélien Cotentin', 'Mathieu Madénian', 'Thomas VDB']"
80192186,Dude,2018.0,A ,1h 37m,Drama,Four best friends navigate loss and major life changes -- and smoke a lot of weed -- during their last two weeks of high school.,"Lucy Hale,Kathryn Prescott,Alexandra Shipp","['Dramas', 'Comedy Movies', 'Independent Movies', 'Teen Movies', 'US Movies']",[],"['English - Audio Description,', 'English [Original]']",['English'],"['Lucy Hale', 'Kathryn Prescott', 'Alexandra Shipp', 'Awkwafina', 'Alex Wolff', 'Brooke Smith', 'Jerry MacKinnon', 'Ronen Rubenstein', 'Satya Bhabha', 'Sydney Lucas']"
1151712,Booty Call,1997.0,A ,1h 19m,Comedy,"Just when Nikki and her hot friend are ready to get jiggy, circumstances conspire against two unlucky-in-bed guys.","Jamie Foxx,Tommy Davidson,Vivica A. Fox","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']","['Raunchy,', 'Goofy']","['English [Original],', 'Hindi']","['English,', 'English,', 'Hindi']","['Jamie Foxx', 'Tommy Davidson', 'Vivica A. Fox', 'Tamala Jones', 'Scott LaRose', 'Ric Young', 'Amy Monique Waddell', 'Wiley Moore', 'Kam Ray Chan', 'Ammie Sin', 'Bernie Mac']"
81230915,All My Friends Are Dead,2020.0,A ,1h 36m,Comedy,"A group of friends at a New Year’s Eve party go through a whirlwind of events that exposes secrets, breaks hearts — and leads to a shocking outcome.","Julia Wieniawa-Narkiewicz,Mateusz Więcławek,Adam Graf Turczyk","['Dramas', 'Comedy Movies', 'Teen Movies']",['Raunchy'],"['English,', 'Polish - Audio Description,', 'Polish [Original]']","['English,', 'English,', 'Polish']","['Julia Wieniawa-Narkiewicz', 'Mateusz Więcławek', 'Adam Graf Turczyk', 'Monika Krzywkowska', 'Nikodem Rozbicki', 'Kamil Piotrowski', 'Adam Bobik', 'Paulina Gałązka', 'Magdalena Perlińska', 'Katarzyna Chojnacka', 'Konrad Żygadło', 'Szymon Roszak', 'Michał Sikorski', 'Aleksandra Pisula', 'Wojciech Łozowski', 'Michał Meyer', 'Adam Woronowicz']"
80117554,She's Gotta Have It,2017.0,A ,2 Seasons,Drama,Nola Darling struggles to stay true to herself and her dreams while juggling three lovers in this Spike Lee series based on his breakout film.,"DeWanda Wise,Cleo Anthony,Lyriq Bent","['Romantic TV Dramas', 'TV Dramas', 'TV Comedies', 'Romantic TV Comedies', 'US TV Shows']","['Steamy,', 'Witty,', 'Romantic']",[],[],"['DeWanda Wise', 'Cleo Anthony', 'Lyriq Bent', 'Anthony Ramos', 'Chyna Layne', 'Margot Bingham', 'Ilfenesh Hadera', 'Elvis Nolasco', ""De'Adre Aziza""]"
80097725,Coin Heist,2017.0,U/A 13+ ,1h 37m,Comedy,"When a crisis threatens to destroy their high school, four teens hatch a daring plan to raise $10 million. Step one? Breaking into the U.S. Mint.","Sasha Pieterse,Alexis G. Zall,Alex Saxon","['Family Features', 'Dramas', 'Movies Based on Books', 'Teen Movies', 'US Movies']","['Heartfelt,', 'Exciting']","['English - Audio Description,', 'English [Original]']",['English'],"['Sasha Pieterse', 'Alexis G. Zall', 'Alex Saxon', 'Jay Walker', 'Mark Blum', 'Neal Huff', 'Michael Cyril Creighton', 'Blanche Baker', 'Connor Ratliff', 'Will Denton']"
80190146,Jessica Darling's It List,2016.0,U ,1h 19m,Kids,"Armed with popularity tips from her beautiful older sister, precocious Jessica Darling prepares to navigate the treacherous world of seventh grade.","Chloe East,Emma Rayne Lyle,Jane Widdop","['Family Features', 'Children & Family Movies', 'Comedy Movies', 'Movies Based on Books', 'US Movies']","['Heartfelt,', 'Feel-Good']",['English [Original]'],['English'],"['Chloe East', 'Emma Rayne Lyle', 'Jane Widdop', 'Jane Sibbett', 'Eric Lutes', 'Blair Fowler', 'Ashley Liao', 'Eva Bella', 'Kimrie Lewis-Davis', 'Abraham Benrubi']"
80020540,Richie Rich,2015.0,U/A 7+ ,2 Seasons,Kids,"After turning his veggies into green energy, Richie Rich earns a trillion dollars overnight and a new life filled with nonstop fun and adventure.","Jake Brennan,Joshua Carlon,Lauren Taylor","[""Kids' TV"", 'Sitcoms', 'TV Comedies']",['Goofy'],[],[],"['Jake Brennan', 'Joshua Carlon', 'Lauren Taylor', 'Jenna Ortega', 'Kiff VandenHeuvel', 'Brooke Wexler']"
81251335,Escape The Undertaker,2021.0,U/A 7+ ,31m,Kids,Can The New Day survive the surprises at The Undertaker’s spooky mansion? It’s up to you to decide their fate in this interactive WWE-themed special.,"Big E,Kofi Kingston,Xavier Woods","['Family Features', 'Children & Family Movies', 'Sports Movies', 'Reality TV', 'Mystery Movies', 'US Movies']",['Ominous'],"['English - Audio Description,', 'English [Original],', 'Hindi']",['English'],"['Big E', 'Kofi Kingston', 'Xavier Woods', 'Undertaker']"
81422413,Gymnastics Academy: A Second Chance,2022.0,U/A 7+ ,1 Season,Kids,"In the wake of an injury, American teen Kyra Berry gets a second chance to chase her dreams — and a gymnastics scholarship — in faraway Australia.","Jada-Lee Henry,Emily Morris,Trung Le","[""Kids' TV"", 'TV Dramas', 'Family Watch Together TV']","['Inspiring,', 'Heartfelt,', 'Feel-Good']",[],[],"['Jada-Lee Henry', 'Emily Morris', 'Trung Le', 'Stella Shute', 'Zoe Rae Burns', 'Luciana Valdez Tirado', 'Eva Grados', 'Akira Van', 'Jett Gazley']"
70290905,A 2nd Chance,2011.0,U/A 7+ ,1h 35m,Kids,"A gymnast lacks the confidence she needs to reach the top. But with the help of her new coach, she has the chance to win a spot on the national team.","Nina Pearce,Adam Tuominen,Emily Morris","['Family Features', 'Children & Family Movies', 'Sports Movies', 'Dramas']","['Inspiring,', 'Heartfelt,', 'Feel-Good']",['English [Original]'],['English'],"['Nina Pearce', 'Adam Tuominen', 'Emily Morris', 'Amy Handley', 'Carmel Johnson', 'Alanah Gilbert', 'Hapi Murphy', 'Lilly Blacker', 'Julie Kay Lumasag', 'Elysia Markou']"
81354629,A Second Chance:  Rivals!,2021.0,U/A 13+ ,1h 31m,Friendship,"Crushed when she doesn't qualify for the Olympics, a now-grown Maddy Cornell finds new purpose coaching young gymnasts going up against a rival team.","Emily Morris,Stella Shute,Eva Grados","['Family Features', 'Sports Movies']","['Inspiring,', 'Heartfelt,', 'Feel-Good']","['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'Hindi']","['Emily Morris', 'Stella Shute', 'Eva Grados', 'India Colombi', 'Nina Pearce', 'Adam Tuominen', 'Carmel Johnson', 'Natasha Wanganeen', 'Elysia Markou', 'Alexander Lloyd', 'Amy Handley']"
80991133,My Perfect Landing,2020.0,U/A 7+ ,1 Season,Kids,Everything changes for talented young gymnast Jenny Cortez when she moves with her family from Miami to Toronto to open a new gymnastics club.,"Morgan Wigle,Tom Hulshof,Helena Marie","[""Kids' TV""]","['Inspiring,', 'Feel-Good']",[],[],"['Morgan Wigle', 'Tom Hulshof', 'Helena Marie', 'Shawn Thompson', 'Natasha Zaborski', 'Ajanae Stephenson', 'Francesca Van Keekan', 'Jordan Clark']"
70042522,American Pie Presents: Band Camp,2005.0,A ,1h 31m,Comedy,"Stifler's younger brother, Matt, is sentenced to a summer at band camp, where the junior horndog tumbles through a series of outrageous escapades","Tad Hilgenbrink,Arielle Kebbel,Eugene Levy","['Comedy Movies', 'Teen Movies', 'US Movies']",['Raunchy'],"['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'Hindi']","['Tad Hilgenbrink', 'Arielle Kebbel', 'Eugene Levy', 'Chris Owen', 'Matt Barr', 'Jun Hee Lee', 'Jason Earles', 'Crystle Lightning', 'Lauren C. Mayhew', 'Ginger Lynn']"
70122306,American Pie Presents: The Book of Love,2009.0,A ,1h 37m,Comedy,"Three friends find a ""love bible"" at their high school and set out to have sex for the first time. But the book is missing some crucial information.","Bug Hall,Brandon Hardesty,Kevin M. Horton","['Comedy Movies', 'Teen Movies', 'US Movies']",['Raunchy'],"['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'Hindi']","['Bug Hall', 'Brandon Hardesty', 'Kevin M. Horton', 'Eugene Levy', 'Beth Behrs', 'Melanie Papalia', 'Jennifer Holland', 'John Patrick Jordan', 'Louisa Lytton', 'Rosanna Arquette', 'Curtis Armstrong']"
80036402,Trainwreck,2015.0,A ,2h 4m,Comedy,"Single professional Amy fears commitment until she meets the perfect guy. But the harder she falls, the hotter the mess.","Amy Schumer,Bill Hader,Brie Larson","['Romantic Comedies', 'Comedy Movies', 'Romantic Movies', 'US Movies']","['Deadpan,', 'Raunchy,', 'Romantic']","['English - Audio Description,', 'English [Original],', 'Hindi']","['English,', 'English,', 'Hindi']","['Amy Schumer', 'Bill Hader', 'Brie Larson', 'Colin Quinn', 'John Cena', 'Tilda Swinton', 'LeBron James', 'Vanessa Bayer', 'Dave Attell', 'Randall Park']"
80240005,Caliphate,2020.0,A ,1 Season,Drama,"An impending ISIS attack on Sweden entangles a group of women, including a mother in a bind, a spirited student and an ambitious cop.","Aliette Opheim,Gizem Erdogan,Amed Bozan","['TV Dramas', 'Scandinavian TV Shows']",['Suspenseful'],[],[],"['Aliette Opheim', 'Gizem Erdogan', 'Amed Bozan', 'Albin Grenholm', 'Nora Rios', 'Yussra El Abdouni', 'Amanda Sohrabi', 'Lancelot Ncube', 'Simon Mezher', 'Ala Riani']"
81423620,Black Space,2021.0,U/A 16+ ,1 Season,Thriller,A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school.,"Guri Alfi,Shai Avivi,Assi Levy","['TV Dramas', 'Crime TV Shows', 'TV Thrillers']",['Suspenseful'],[],[],"['Guri Alfi', 'Shai Avivi', 'Assi Levy', 'Reut Alush', 'Meirav Shirom', 'Yoav Rotman', 'Liana Ayoun', 'Noam Karmeli', 'Hadas Jade Sakori', 'Yehonatan Vilozny', 'Gily Itskovitch', 'Oneg Efron', 'Suzanna Papian', 'Ori Biton', 'Nir Hasdai', 'Leib Lev Levin', 'Eyal Shikratzi']"
81443440,200 Meters,2022.0,U/A 16+ ,1h 36m,Drama,"The separation wall sits between him and his family. Denied entry on a technicality, a Palestinian will stop at nothing to reach his injured son.","Ali Suliman,Anna Unterberger,Motaz Malhees","['Dramas', 'Independent Movies', 'Social Issue Dramas']",['Bittersweet'],['Arabic (Palestine) [Original]'],['English'],"['Ali Suliman', 'Anna Unterberger', 'Motaz Malhees', 'Mahmoud Abu Eita', 'Lana Zreik', 'Nabil Al Raee', 'Ghassan Ashkar', 'Ahmed Tobasi', 'Gassan Abbas', 'Samia Bakri Qazmuz']"
80233258,High Seas,2019.0,A ,3 Seasons,Drama,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.,"Ivana Baquero,Jon Kortajarena,Alejandra Onieva","['TV Dramas', 'TV Mysteries', 'Crime TV Shows', 'TV Thrillers']","['Suspenseful,', 'Emotional']",[],[],"['Ivana Baquero', 'Jon Kortajarena', 'Alejandra Onieva', 'Eloy Azorín', 'Marco Pigossi', 'Daniel Lundh', 'Natalia Rodríguez', 'Ignacio Montes', 'Begoña Vargas', 'Cristina Plazas', 'Pep Antón Muñoz', 'Itsaso Arana', 'Nicolás Francella', 'Claudia Galán', ""Antonio Durán 'Morris'"", 'Eduardo Blanco', 'Jorge Blass', 'José Sacristán', 'Chiqui Fernández', 'Tamar Novas', 'Manuela Vellés', 'Luis Bermejo', 'Pepe Ocio', 'Claudia Traisac', 'Laura Prats', 'Ben Temple', 'Félix Gómez']"
